,,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,window,urgptr,payload,payload_raw,payload_hex
1149,151235,4,5,0,133,44784,PA,0,64,6,8462,172.17.0.2,220.181.151.205,0,1649264383.363600,39910,443,947970982,2719136544,5,0,501,0,93,b'\x16\x03\x03\x00%\x10\x00\x00! \x9eT;\x813l\x85W\x08{\xe4I\xe4@\xfaJ\x97U\xfbH)=\xd85\xaf\xbc\x8a\xeb\xa4n/c\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\x842\xf1hG`XN\xe3\xfeF\x98\x1a#\xa5l\xe21w\xa3O\xf0HbZ\x00\xf0\x86~\xe0\x8eQ]\xea}\xd7\x86\x08\x89H',b'160303002510000021209e543b81336c8557087be449e440fa4a9755fb48293dd835afbc8aeba46e2f6314030300010116030300288432f1684760584ee3fe46981a23a56ce23177a34ff048625a00f0867ee08e515dea7dd786088948'
1150,151237,4,5,0,40,44785,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.564074,39910,443,947971075,2719136595,5,0,501,0,0,b'',b''
1151,151238,4,5,0,209,44786,PA,0,64,6,8538,172.17.0.2,220.181.151.205,0,1649264383.564534,39910,443,947971075,2719136595,5,0,501,0,169,"b'\x17\x03\x03\x00\xa4\x842\xf1hG`XOf\xf9\x95$\xeb\xa9\xffgm\xc5\xf0\xad\x8d\xc0\x9f\xd4I\x13\x0ffOe;n\x89\x85$:\x16\xde\xe0\x95\xaf\xf6m\xb8i""\xcb\x811\x8f!\xdbw\x108e@Zo\x01\x87\x01\x83\xbb84\x83*\x8fL\xfa\xe3Os\xe0G4\xec\xb8dM`2\'\xc1\x17\xa9\x7f\xeb\xdb\xfb~\xc1\x04\x0c_k=\x1c\x83u\x1a\xba\xdd1\xf5#B\xac!\xcf~\xf9\xe2\xe5\xccw\x19@\x16Oh3\xbbcq\x13\x9c\x05PWG\xf1\xce\xdbR\xcb\x1f\xd7,x?\xffi#\x1dR\x94\x9c\xce\xf4\x89S\xd4\xd7R\xfa2qmZPH\x15'",b'17030300a48432f1684760584f66f99524eba9ff676dc5f0ad8dc09fd449130f664f653b6e8985243a16dee095aff66db86922cb81318f21db77103865405a6f01870183bb3834832a8f4cfae34f73e04734ecb8644d603227c117a97febdbfb7ec1040c5f6b3d1c83751abadd31f52342ac21cf7ef9e2e5cc771940164f6833bb6371139c05505747f1cedb52cb1fd72c783fff69231d52949ccef48953d4d752fa32716d5a504815'
1152,151241,4,5,0,40,44787,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.843638,39910,443,947971244,2719137323,5,0,501,0,0,b'',b''
1153,151243,4,5,0,40,44788,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.843960,39910,443,947971244,2719143163,5,0,481,0,0,b'',b''
1154,151245,4,5,0,40,44789,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.844059,39910,443,947971244,2719145706,5,0,466,0,0,b'',b''
1155,151247,4,5,0,40,44790,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.036735,39910,443,947971244,2719157314,5,0,451,0,0,b'',b''
1156,151248,4,5,0,40,44791,FA,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.037569,39910,443,947971244,2719157314,5,0,501,0,0,b'',b''
1157,151254,4,5,0,60,32204,S,0,64,6,8389,172.17.0.2,220.181.151.205,5,1649264384.041347,39912,443,3163173443,0,10,0,64240,0,0,b'',b''
1158,151258,4,5,0,40,32205,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.225706,39912,443,3163173444,2259058282,5,0,502,0,0,b'',b''
1159,151260,4,5,0,40,44792,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.230183,39910,443,947971245,2719157315,5,0,501,0,0,b'',b''
1160,151261,4,5,0,557,32206,PA,0,64,6,8886,172.17.0.2,220.181.151.205,0,1649264384.231842,39912,443,3163173444,2259058282,5,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x08\x12<\x1a\xc7\x8b\xc2EE\xf1n`\xdf\xe5\xa9\x8e\xa0\x1bkU\xed\x99\x9cl\xc7\x85^\xe4\xb5\xb5\x84\xd0 \xc7\xa0M\xfdi\xc1\xa8\xa0\x88\xbf\xfa\xf3\xd3\x04\xfa\x86\x9e\xd1\xd5\xa5u\xd6\x90\xffh\xb7\xce3;\xa3\xcc\xfb\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x0e\x00\x0c\x00\x00\tchina.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00  \x94B9\x7f\x0b\xd2\xd8\xf9\x88qR7\x08F`\n\xb4\xe4\xcc\xf8rX\x88\xb7K&L\x93\x03\xfa+\x00\x15\x00\xad\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc030308123c1ac78bc24545f16e60dfe5a98ea01b6b55ed999c6cc7855ee4b5b584d020c7a04dfd69c1a8a088bffaf3d304fa869ed1d5a575d690ff68b7ce333ba3ccfb0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000e000c0000096368696e612e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020209442397f0bd2d8f9887152370846600ab4e4ccf8725888b74b264c9303fa2b001500ad0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1161,151265,4,5,0,40,32207,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.419680,39912,443,3163173961,2259061648,5,0,489,0,0,b'',b''
1162,151266,4,5,0,133,32208,PA,0,64,6,8462,172.17.0.2,220.181.151.205,0,1649264384.420198,39912,443,3163173961,2259061648,5,0,501,0,93,"b'\x16\x03\x03\x00%\x10\x00\x00! \xea]MV\xaem\x1e\xc9""n\x00L\xe1G\x8eN\xe9`{I\xdd\xf0\x12\xca[\x13;\x83\xf4\xdc\xa2#\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\xe2\x9d\x9e%i\x83\xc9\x87\xfb\x02\x10\x8aFQ<\xaf\xa4w\xa4\x03\x01\x91vV>`\xa7""\xb7\xaf\x9c-\xe5A\xad\xa3\xb3\x05a\xce'",b'16030300251000002120ea5d4d56ae6d1ec9226e004ce1478e4ee9607b49ddf012ca5b133b83f4dca2231403030001011603030028e29d9e256983c987fb02108a46513cafa477a403019176563e60a722b7af9c2de541ada3b30561ce'
1163,151270,4,5,0,40,32209,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.604004,39912,443,3163174054,2259061699,5,0,501,0,0,b'',b''
1164,151271,4,5,0,209,32210,PA,0,64,6,8538,172.17.0.2,220.181.151.205,0,1649264384.604356,39912,443,3163174054,2259061699,5,0,501,0,169,"b""\x17\x03\x03\x00\xa4\xe2\x9d\x9e%i\x83\xc9\x88\xb0\xb6\x00\xe8B|R\xf231p)'\xb6.\x99x|\xf1\xefM\xde&\xb8n\x84!\xc1\xd7,\\\xdc\xf1S<\xcf\xa7W'\x86\xa4\xa8GfQ\x97\xd9U\xcf\x06m\xf5\x9f9U\xb1\x94\xa3t\xca\x9e\xaa\xef\x9c5\x83\xee\x0f\x10!?\x15\x12\xec\x8c\xe7\xf0x($\x86\x03f\\\x04\xa9\t\xbdS\x01*\x02:\x85\xaa\xa7\x9d\xe2\xdb\xa8o$\xd4U\xc9>\x01\xdb\x81\xbf\xd8g\xf2\x1d*\x1ae\x17\x9e\xdf\xb7B\x93m\xe2\x969\x01so\xc4\xf8O\xfc)R\x8f\xb0q-$v\xc6T4\xab`iB&\xa8\xe5I4\xfe\x9e""",b'17030300a4e29d9e256983c988b0b600e8427c52f23331702927b62e99787cf1ef4dde26b86e8421c1d72c5cdcf1533ccfa7572786a4a847665197d955cf066df59f3955b194a374ca9eaaef9c3583ee0f10213f1512ec8ce7f07828248603665c04a909bd53012a023a85aaa79de2dba86f24d455c93e01db81bfd867f21d2a1a65179edfb742936de2963901736fc4f84ffc29528fb0712d2476c65434ab60694226a8e54934fe9e'
1165,151274,4,5,0,40,32211,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.837539,39912,443,3163174223,2259062430,5,0,501,0,0,b'',b''
1166,151276,4,5,0,40,32212,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.837896,39912,443,3163174223,2259068270,5,0,481,0,0,b'',b''
1167,151278,4,5,0,40,32213,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.837993,39912,443,3163174223,2259070811,5,0,466,0,0,b'',b''
1168,151280,4,5,0,40,32214,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.841332,39912,443,3163174223,2259072271,5,0,501,0,0,b'',b''
1169,151282,4,5,0,52,32215,A,0,64,6,8381,172.17.0.2,220.181.151.205,3,1649264384.841341,39912,443,3163174223,2259072271,8,0,501,0,0,b'',b''
1170,151284,4,5,0,40,32216,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.841344,39912,443,3163174223,2259075191,5,0,489,0,0,b'',b''
1171,151286,4,5,0,40,32217,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264385.020774,39912,443,3163174223,2259078111,5,0,496,0,0,b'',b''
1172,151288,4,5,0,40,32218,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264385.020883,39912,443,3163174223,2259082515,5,0,486,0,0,b'',b''
1173,151289,4,5,0,40,32219,FA,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264385.021368,39912,443,3163174223,2259082515,5,0,501,0,0,b'',b''
1174,151400,4,5,0,40,32220,FA,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264385.547524,39912,443,3163174223,2259082515,5,0,501,0,0,b'',b''
1175,151471,4,5,0,40,32221,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264385.730866,39912,443,3163174224,2259082516,5,0,501,0,0,b'',b''
1176,152818,4,5,0,40,20,R,0,43,6,36331,220.181.151.205,172.17.0.2,,1649264393.105316,443,39912,2259082516,0,5,0,0,0,0,b'',b''
1176,151224,4,5,0,60,44778,S,0,64,6,8389,172.17.0.2,220.181.151.205,5,1649264381.998306,39910,443,947970464,0,10,0,64240,0,0,b'',b''
1177,151226,4,5,0,40,44779,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264382.194682,39910,443,947970465,2719133178,5,0,502,0,0,b'',b''
1178,151227,4,5,0,557,44780,PA,0,64,6,8886,172.17.0.2,220.181.151.205,0,1649264382.200734,39910,443,947970465,2719133178,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\xe7\xee\xe1\xdb\x0e\x97|b\x93\xd8g?1\x12\xd06S\x93\x94\n\x97\xc0\xb7~g\x80\xdb#AsXF \x07\xb7\xa5#\x9ai\xa2\xae\xd7\r\x89\xd2\x8a\x9ei\xa44E\xc1gvO\xe7f\xdd\x07\xc4\xa6v\xcd-\x0b\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x0e\x00\x0c\x00\x00\tchina.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 I\x85pKvQ\xf5\x07x\x1d\xc8x\xb7\xdd\xa2\x8c\x93\xa1wQ\xbc\xb8""iU\xfc\xdd\x1e\ti\xba\x1b\x00\x15\x00\xad\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc0303e7eee1db0e977c6293d8673f3112d0365393940a97c0b77e6780db23417358462007b7a5239a69a2aed70d89d28a9e69a43445c167764fe766dd07c4a676cd2d0b0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000e000c0000096368696e612e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d00204985704b7651f507781dc878b7dda28c93a17751bcb8226955fcdd1e0969ba1b001500ad0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1179,151230,4,5,0,52,44781,A,0,64,6,8381,172.17.0.2,220.181.151.205,3,1649264382.919775,39910,443,947970982,2719133178,8,0,502,0,0,b'',b''
1180,151232,4,5,0,52,44782,A,0,64,6,8381,172.17.0.2,220.181.151.205,3,1649264383.164394,39910,443,947970982,2719134638,8,0,495,0,0,b'',b''
1181,151234,4,5,0,40,44783,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.363075,39910,443,947970982,2719136544,5,0,496,0,0,b'',b''
1182,151235,4,5,0,133,44784,PA,0,64,6,8462,172.17.0.2,220.181.151.205,0,1649264383.363600,39910,443,947970982,2719136544,5,0,501,0,93,b'\x16\x03\x03\x00%\x10\x00\x00! \x9eT;\x813l\x85W\x08{\xe4I\xe4@\xfaJ\x97U\xfbH)=\xd85\xaf\xbc\x8a\xeb\xa4n/c\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\x842\xf1hG`XN\xe3\xfeF\x98\x1a#\xa5l\xe21w\xa3O\xf0HbZ\x00\xf0\x86~\xe0\x8eQ]\xea}\xd7\x86\x08\x89H',b'160303002510000021209e543b81336c8557087be449e440fa4a9755fb48293dd835afbc8aeba46e2f6314030300010116030300288432f1684760584ee3fe46981a23a56ce23177a34ff048625a00f0867ee08e515dea7dd786088948'
1183,151237,4,5,0,40,44785,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.564074,39910,443,947971075,2719136595,5,0,501,0,0,b'',b''
1184,151238,4,5,0,209,44786,PA,0,64,6,8538,172.17.0.2,220.181.151.205,0,1649264383.564534,39910,443,947971075,2719136595,5,0,501,0,169,"b'\x17\x03\x03\x00\xa4\x842\xf1hG`XOf\xf9\x95$\xeb\xa9\xffgm\xc5\xf0\xad\x8d\xc0\x9f\xd4I\x13\x0ffOe;n\x89\x85$:\x16\xde\xe0\x95\xaf\xf6m\xb8i""\xcb\x811\x8f!\xdbw\x108e@Zo\x01\x87\x01\x83\xbb84\x83*\x8fL\xfa\xe3Os\xe0G4\xec\xb8dM`2\'\xc1\x17\xa9\x7f\xeb\xdb\xfb~\xc1\x04\x0c_k=\x1c\x83u\x1a\xba\xdd1\xf5#B\xac!\xcf~\xf9\xe2\xe5\xccw\x19@\x16Oh3\xbbcq\x13\x9c\x05PWG\xf1\xce\xdbR\xcb\x1f\xd7,x?\xffi#\x1dR\x94\x9c\xce\xf4\x89S\xd4\xd7R\xfa2qmZPH\x15'",b'17030300a48432f1684760584f66f99524eba9ff676dc5f0ad8dc09fd449130f664f653b6e8985243a16dee095aff66db86922cb81318f21db77103865405a6f01870183bb3834832a8f4cfae34f73e04734ecb8644d603227c117a97febdbfb7ec1040c5f6b3d1c83751abadd31f52342ac21cf7ef9e2e5cc771940164f6833bb6371139c05505747f1cedb52cb1fd72c783fff69231d52949ccef48953d4d752fa32716d5a504815'
1185,151241,4,5,0,40,44787,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.843638,39910,443,947971244,2719137323,5,0,501,0,0,b'',b''
1186,151243,4,5,0,40,44788,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.843960,39910,443,947971244,2719143163,5,0,481,0,0,b'',b''
1187,151245,4,5,0,40,44789,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.844059,39910,443,947971244,2719145706,5,0,466,0,0,b'',b''
1188,151247,4,5,0,40,44790,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.036735,39910,443,947971244,2719157314,5,0,451,0,0,b'',b''
1189,151248,4,5,0,40,44791,FA,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.037569,39910,443,947971244,2719157314,5,0,501,0,0,b'',b''
1190,151254,4,5,0,60,32204,S,0,64,6,8389,172.17.0.2,220.181.151.205,5,1649264384.041347,39912,443,3163173443,0,10,0,64240,0,0,b'',b''
1191,151258,4,5,0,40,32205,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.225706,39912,443,3163173444,2259058282,5,0,502,0,0,b'',b''
1192,151260,4,5,0,40,44792,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.230183,39910,443,947971245,2719157315,5,0,501,0,0,b'',b''
1193,151261,4,5,0,557,32206,PA,0,64,6,8886,172.17.0.2,220.181.151.205,0,1649264384.231842,39912,443,3163173444,2259058282,5,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x08\x12<\x1a\xc7\x8b\xc2EE\xf1n`\xdf\xe5\xa9\x8e\xa0\x1bkU\xed\x99\x9cl\xc7\x85^\xe4\xb5\xb5\x84\xd0 \xc7\xa0M\xfdi\xc1\xa8\xa0\x88\xbf\xfa\xf3\xd3\x04\xfa\x86\x9e\xd1\xd5\xa5u\xd6\x90\xffh\xb7\xce3;\xa3\xcc\xfb\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x0e\x00\x0c\x00\x00\tchina.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00  \x94B9\x7f\x0b\xd2\xd8\xf9\x88qR7\x08F`\n\xb4\xe4\xcc\xf8rX\x88\xb7K&L\x93\x03\xfa+\x00\x15\x00\xad\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc030308123c1ac78bc24545f16e60dfe5a98ea01b6b55ed999c6cc7855ee4b5b584d020c7a04dfd69c1a8a088bffaf3d304fa869ed1d5a575d690ff68b7ce333ba3ccfb0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000e000c0000096368696e612e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020209442397f0bd2d8f9887152370846600ab4e4ccf8725888b74b264c9303fa2b001500ad0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1194,151265,4,5,0,40,32207,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.419680,39912,443,3163173961,2259061648,5,0,489,0,0,b'',b''
1195,151266,4,5,0,133,32208,PA,0,64,6,8462,172.17.0.2,220.181.151.205,0,1649264384.420198,39912,443,3163173961,2259061648,5,0,501,0,93,"b'\x16\x03\x03\x00%\x10\x00\x00! \xea]MV\xaem\x1e\xc9""n\x00L\xe1G\x8eN\xe9`{I\xdd\xf0\x12\xca[\x13;\x83\xf4\xdc\xa2#\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\xe2\x9d\x9e%i\x83\xc9\x87\xfb\x02\x10\x8aFQ<\xaf\xa4w\xa4\x03\x01\x91vV>`\xa7""\xb7\xaf\x9c-\xe5A\xad\xa3\xb3\x05a\xce'",b'16030300251000002120ea5d4d56ae6d1ec9226e004ce1478e4ee9607b49ddf012ca5b133b83f4dca2231403030001011603030028e29d9e256983c987fb02108a46513cafa477a403019176563e60a722b7af9c2de541ada3b30561ce'
1196,151270,4,5,0,40,32209,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264384.604004,39912,443,3163174054,2259061699,5,0,501,0,0,b'',b''
1197,151271,4,5,0,209,32210,PA,0,64,6,8538,172.17.0.2,220.181.151.205,0,1649264384.604356,39912,443,3163174054,2259061699,5,0,501,0,169,"b""\x17\x03\x03\x00\xa4\xe2\x9d\x9e%i\x83\xc9\x88\xb0\xb6\x00\xe8B|R\xf231p)'\xb6.\x99x|\xf1\xefM\xde&\xb8n\x84!\xc1\xd7,\\\xdc\xf1S<\xcf\xa7W'\x86\xa4\xa8GfQ\x97\xd9U\xcf\x06m\xf5\x9f9U\xb1\x94\xa3t\xca\x9e\xaa\xef\x9c5\x83\xee\x0f\x10!?\x15\x12\xec\x8c\xe7\xf0x($\x86\x03f\\\x04\xa9\t\xbdS\x01*\x02:\x85\xaa\xa7\x9d\xe2\xdb\xa8o$\xd4U\xc9>\x01\xdb\x81\xbf\xd8g\xf2\x1d*\x1ae\x17\x9e\xdf\xb7B\x93m\xe2\x969\x01so\xc4\xf8O\xfc)R\x8f\xb0q-$v\xc6T4\xab`iB&\xa8\xe5I4\xfe\x9e""",b'17030300a4e29d9e256983c988b0b600e8427c52f23331702927b62e99787cf1ef4dde26b86e8421c1d72c5cdcf1533ccfa7572786a4a847665197d955cf066df59f3955b194a374ca9eaaef9c3583ee0f10213f1512ec8ce7f07828248603665c04a909bd53012a023a85aaa79de2dba86f24d455c93e01db81bfd867f21d2a1a65179edfb742936de2963901736fc4f84ffc29528fb0712d2476c65434ab60694226a8e54934fe9e'
