,,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,window,urgptr,payload,payload_raw,payload_hex
1078,143872,4,5,0,52,44594,A,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264255.961900,53216,443,3880023597,4037639378,8,0,496,0,0,b'',b''
1079,143874,4,5,0,52,44595,A,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264255.961903,53216,443,3880023597,4037639759,8,0,494,0,0,b'',b''
1080,143875,4,5,0,132,44596,PA,0,64,6,23510,172.17.0.2,104.99.70.233,3,1649264255.962448,53216,443,3880023597,4037639759,8,0,501,0,80,"b'\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00E\x1e\xba\xb5 \xa7\xe7\xcb\x9e\xb7\x1df\xc4\xcb\x14]\xf9\x84\xd3T5]\xbd\x1f\x85n\xf0l<\xd5\xdd\x08\xdc}\x8b\x01w\x81\xfd\x88\x15\x93\xa9A{-^@\xce\x8e\xa86,\x15\xcc\x8b\xed\xf2\xdb\x83N\x1a\xb4\x164( \x99\x82\x84'",b'14030300010117030300451ebab520a7e7cb9eb71d66c4cb145df984d354355dbd1f856ef06c3cd5dd08dc7d8b017781fd881593a9417b2d5e40ce8ea8362c15cc8bedf2db834e1ab416342820998284'
1081,143876,4,5,0,213,44597,PA,0,64,6,23591,172.17.0.2,104.99.70.233,3,1649264255.962716,53216,443,3880023677,4037639759,8,0,501,0,161,"b""\x17\x03\x03\x00\x9c]\x7f\x96o1\xd4\xe7\xec\xd1'[\xa2\x00\xd8\x8aSS?\xf2\xdb\x0f\x0e\xea\xe5\x10<R^)\xacK\x9dy8\xbc\x95\xc5_\xaatE\x08\xa9'D\x82\x90\xa1\xcaaLT\x11\xc8j5}#\xc3\xc8\x043)\xca\x07wF\x8ay*\x866\xf3\xb0>\xa9\xbf\xa9\x1a\xda=5\xd0-T|\xab\x8d\xe9\xb1\xa0L\xc0\x82YH;\xe8U\t\x85\xa2J]\x8d\xb36\x8f\x1c\x17\t2$\xe90=\x13\x10y\xe0(\xb0#\x01c\xe0\x1e\xf1\xea\x8fH\xedf\x0b\xf2\x9b\xa4\x03\xf0\x9b\xe8\x80F\xd1*-\xeb\xc7\xf4\xbfk\xba\x9fq\xe8\xc6""",b'170303009c5d7f966f31d4e7ecd1275ba200d88a53533ff2db0f0eeae5103c525e29ac4b9d7938bc95c55faa744508a927448290a1ca614c5411c86a357d23c3c8043329ca0777468a792a8636f3b03ea9bfa91ada3d35d02d547cab8de9b1a04cc08259483be8550985a24a5d8db3368f1c17093224e9303d131079e028b0230163e01ef1ea8f48ed660bf29ba403f09be88046d12a2debc7f4bf6bba9f71e8c6'
1082,143880,4,5,0,52,44598,A,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264255.983832,53216,443,3880023838,4037640030,8,0,501,0,0,b'',b''
1083,143882,4,5,0,52,44599,A,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264255.983840,53216,443,3880023838,4037640301,8,0,501,0,0,b'',b''
1084,143883,4,5,0,52,57021,FA,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264256.075541,58928,80,3593974814,3027886531,8,0,502,0,0,b'',b''
1085,143885,4,5,0,52,44600,FA,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264260.968464,53216,443,3880023838,4037640301,8,0,501,0,0,b'',b''
1086,143911,4,5,0,52,44601,FA,0,64,6,23430,172.17.0.2,104.99.70.233,3,1649264261.191536,53216,443,3880023838,4037640301,8,0,501,0,0,b'',b''
1087,145635,4,5,0,40,0,RA,0,24,6,11661,54.173.62.149,172.17.0.2,,1649264279.598014,443,36180,0,1526626016,5,0,0,0,0,b'',b''
1087,145555,4,5,0,60,51973,S,0,64,6,8580,172.17.0.2,54.173.62.149,5,1649264278.666933,41654,80,219459625,0,10,0,64240,0,0,b'',b''
1088,145563,4,5,0,52,51974,A,0,64,6,8572,172.17.0.2,54.173.62.149,3,1649264278.723779,41654,80,219459626,1303857993,8,0,502,0,0,b'',b''
1089,145564,4,5,0,192,51975,PA,0,64,6,8712,172.17.0.2,54.173.62.149,3,1649264278.723845,41654,80,219459626,1303857993,8,0,502,0,140,"b'GET / HTTP/1.1\r\nHost: india.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a20696e6469612e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
1090,145568,4,5,0,52,51976,A,0,64,6,8572,172.17.0.2,54.173.62.149,3,1649264278.794449,41654,80,219459766,1303858201,8,0,501,0,0,b'',b''
1091,145570,4,5,0,52,51977,FA,0,64,6,8572,172.17.0.2,54.173.62.149,3,1649264278.794891,41654,80,219459766,1303858202,8,0,501,0,0,b'',b''
1092,145626,4,5,0,60,2217,S,0,64,6,8580,172.17.0.2,54.173.62.149,5,1649264279.539611,36180,443,1526626015,0,10,0,64240,0,0,b'',b''
1093,147722,4,5,0,40,54017,RA,0,24,6,63201,34.192.145.89,172.17.0.2,,1649264325.646520,443,53112,0,2153908012,5,0,0,0,0,b'',b''
1093,49822,4,5,0,60,11950,S,0,64,6,24667,172.17.0.2,34.192.145.89,5,1649262359.907839,47826,443,2545105997,0,10,0,64240,0,0,b'',b''
1094,147711,4,5,0,60,35961,S,0,64,6,24667,172.17.0.2,34.192.145.89,5,1649264325.589586,53112,443,2153908011,0,10,0,64240,0,0,b'',b''
1095,147732,4,5,0,40,0,R,0,51,6,4452,104.26.3.41,172.17.0.2,,1649264325.988032,443,44912,2582461453,0,5,0,0,0,0,b'',b''
1095,147445,4,5,0,60,9208,S,0,64,6,6021,172.17.0.2,104.26.3.41,5,1649264322.225446,44912,443,4162012378,0,10,0,64240,0,0,b'',b''
1096,147451,4,5,0,40,9209,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.250144,44912,443,4162012379,2582458525,5,0,502,0,0,b'',b''
1097,147452,4,5,0,557,9210,PA,0,64,6,6518,172.17.0.2,104.26.3.41,0,1649264322.256461,44912,443,4162012379,2582458525,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\xbc>\xf5\xb3\x83\xbf\xad,o\x0br\xf7\xbc\x1f=\xcc&\xed|\xa4\xc2\x08BH\x98\xfb\x88#\'\x8b\xed\xdf !t|/r4\xcd\xef\xfdd\x1b<\x97\nj\x86\xcb\x9c\x94\xc1Hc\x1d3!2\xd2\x9a\t\x90\xb3""\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x0f\x00\r\x00\x00\n91porn.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 y\xe0\xea{\xef\xed\xf9\x8d\xdcU\xea\xd2f\xdb<\xf0\xc6X\xb8t\x8c\x9dD\x12\xb1\x91\xa5\x1d\xf9\x87\x94\x0c\x00\x15\x00\xac\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc0303bc3ef5b383bfad2c6f0b72f7bc1f3dcc26ed7ca4c208424898fb8823278beddf2021747c2f7234cdeffd641b3c970a6a86cb9c94c148631d332132d29a0990b3220056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000f000d00000a3931706f726e2e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d002079e0ea7befedf98ddc55ead266db3cf0c658b8748c9d4412b191a51df987940c001500ac00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1098,147455,4,5,0,40,9211,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.369140,44912,443,4162012896,2582459985,5,0,501,0,0,b'',b''
1099,147457,4,5,0,40,9212,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.369149,44912,443,4162012896,2582461167,5,0,496,0,0,b'',b''
1100,147459,4,5,0,40,9213,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.369150,44912,443,4162012896,2582461453,5,0,494,0,0,b'',b''
1101,147460,4,5,0,47,9214,PA,0,64,6,6008,172.17.0.2,104.26.3.41,0,1649264322.369567,44912,443,4162012896,2582461453,5,0,501,0,7,b'\x15\x03\x03\x00\x02\x020',b'15030300020230'
1102,147461,4,5,0,40,9215,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.369700,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1103,147473,4,5,0,40,9216,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.395480,44912,443,4162012904,2582461453,5,0,501,0,0,b'',b''
1104,147475,4,5,0,52,9217,A,0,64,6,6013,172.17.0.2,104.26.3.41,3,1649264322.395482,44912,443,4162012904,2582461453,8,0,501,0,0,b'',b''
1105,147477,4,5,0,52,9218,A,0,64,6,6013,172.17.0.2,104.26.3.41,3,1649264322.395620,44912,443,4162012904,2582461453,8,0,501,0,0,b'',b''
1106,147484,4,5,0,52,9219,A,0,64,6,6013,172.17.0.2,104.26.3.41,3,1649264322.448329,44912,443,4162012904,2582461453,8,0,501,0,0,b'',b''
1107,147486,4,5,0,40,9220,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.595511,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1108,147488,4,5,0,52,9221,A,0,64,6,6013,172.17.0.2,104.26.3.41,3,1649264322.676540,44912,443,4162012904,2582461453,8,0,501,0,0,b'',b''
1109,147489,4,5,0,40,9222,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264322.819435,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1110,147514,4,5,0,52,9223,A,0,64,6,6013,172.17.0.2,104.26.3.41,3,1649264323.131535,44912,443,4162012904,2582461453,8,0,501,0,0,b'',b''
1111,147516,4,5,0,40,9224,A,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264323.157528,44912,443,4162012904,2582461453,5,0,501,0,0,b'',b''
1112,147531,4,5,0,40,9225,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264323.275551,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1113,147590,4,5,0,40,9226,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264324.171535,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1114,147728,4,5,0,40,9227,FA,0,64,6,6001,172.17.0.2,104.26.3.41,,1649264325.963284,44912,443,4162012903,2582461453,5,0,501,0,0,b'',b''
1115,152021,4,5,0,40,0,R,0,47,6,36251,104.21.8.46,172.17.0.2,,1649264388.971672,443,48496,1373369575,0,5,0,0,0,0,b'',b''
1115,151671,4,5,0,60,4037,S,0,64,6,7301,172.17.0.2,104.21.8.46,5,1649264386.646015,48496,443,128712607,0,10,0,64240,0,0,b'',b''
1116,151675,4,5,0,40,4038,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.700984,48496,443,128712608,1373366653,5,0,502,0,0,b'',b''
1117,151676,4,5,0,557,4039,PA,0,64,6,7798,172.17.0.2,104.21.8.46,0,1649264386.707161,48496,443,128712608,1373366653,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x87Ot\xb3\x0fI\xd1\x93\xdew\xef\xc2\x7f\xdd\xad\xfb\x99!\x94\xd2\x08\x80\x86\xaa\xe3\xeb[\xad\xb1:\xd6\xda \xf2D\x07\xca\xff\xb0\xa7\xa6\xda\xa8\xcd\xdb\x1c-w\xec\x1e4ef\xfc\x8d<I\x1b\x97\x9b{\xc6\tN\xb7\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\r\x00\x0b\x00\x00\x08jable.tv\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 R\x05\x8a\xba\xa1*\x01\x10\x1cK\x04m\xf4 U\xcc\xb6\x03\x03""\xe2\xdc!\x1e^7\x9d>^\xc7w\r\x00\x15\x00\xae\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc0303874f74b30f49d193de77efc27fddadfb992194d2088086aae3eb5badb13ad6da20f24407caffb0a7a6daa8cddb1c2d77ec1e346566fc8d3c491b979b7bc6094eb70056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000d000b0000086a61626c652e7476000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d002052058abaa12a01101c4b046df42055ccb6030322e2dc211e5e379d3e5ec7770d001500ae000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1118,151679,4,5,0,40,4040,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.915370,48496,443,128713125,1373368113,5,0,501,0,0,b'',b''
1119,151681,4,5,0,40,4041,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.915379,48496,443,128713125,1373369289,5,0,496,0,0,b'',b''
1120,151683,4,5,0,40,4042,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.915381,48496,443,128713125,1373369575,5,0,494,0,0,b'',b''
1121,151684,4,5,0,47,4043,PA,0,64,6,7288,172.17.0.2,104.21.8.46,0,1649264386.915734,48496,443,128713125,1373369575,5,0,501,0,7,b'\x15\x03\x03\x00\x02\x020',b'15030300020230'
1122,151685,4,5,0,40,4044,FA,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.915844,48496,443,128713132,1373369575,5,0,501,0,0,b'',b''
1123,151699,4,5,0,40,4045,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264386.968779,48496,443,128713133,1373369575,5,0,501,0,0,b'',b''
1124,151701,4,5,0,52,4046,A,0,64,6,7293,172.17.0.2,104.21.8.46,3,1649264386.969209,48496,443,128713133,1373369575,8,0,501,0,0,b'',b''
1125,151703,4,5,0,52,4047,A,0,64,6,7293,172.17.0.2,104.21.8.46,3,1649264386.969312,48496,443,128713133,1373369575,8,0,501,0,0,b'',b''
1126,151723,4,5,0,52,4048,A,0,64,6,7293,172.17.0.2,104.21.8.46,3,1649264387.083017,48496,443,128713133,1373369575,8,0,501,0,0,b'',b''
1127,151733,4,5,0,40,4049,FA,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264387.163281,48496,443,128713132,1373369575,5,0,501,0,0,b'',b''
1128,151820,4,5,0,52,4050,A,0,64,6,7293,172.17.0.2,104.21.8.46,3,1649264387.338904,48496,443,128713133,1373369575,8,0,501,0,0,b'',b''
1129,151835,4,5,0,40,4051,FA,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264387.411278,48496,443,128713132,1373369575,5,0,501,0,0,b'',b''
1130,151865,4,5,0,52,4052,A,0,64,6,7293,172.17.0.2,104.21.8.46,3,1649264387.899198,48496,443,128713133,1373369575,8,0,501,0,0,b'',b''
1131,151866,4,5,0,40,4053,FA,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264387.915438,48496,443,128713132,1373369575,5,0,501,0,0,b'',b''
1132,151868,4,5,0,40,4054,A,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264387.952268,48496,443,128713133,1373369575,5,0,501,0,0,b'',b''
1133,152004,4,5,0,40,4055,FA,0,64,6,7281,172.17.0.2,104.21.8.46,,1649264388.907443,48496,443,128713132,1373369575,5,0,501,0,0,b'',b''
1134,152807,4,5,0,40,20,R,0,43,6,34933,220.181.151.206,172.17.0.2,,1649264392.249600,80,37418,3026763760,0,5,0,0,0,0,b'',b''
1134,151203,4,5,0,60,1829,S,0,64,6,8390,172.17.0.2,220.181.151.206,5,1649264380.437518,37418,80,2292668317,0,10,0,64240,0,0,b'',b''
1135,151208,4,5,0,60,1830,S,0,64,6,8390,172.17.0.2,220.181.151.206,5,1649264381.451540,37418,80,2292668317,0,10,0,64240,0,0,b'',b''
1136,151210,4,5,0,40,1831,A,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264381.635311,37418,80,2292668318,3026763224,5,0,502,0,0,b'',b''
1137,151211,4,5,0,180,1832,PA,0,64,6,8510,172.17.0.2,220.181.151.206,0,1649264381.635408,37418,80,2292668318,3026763224,5,0,502,0,140,"b'GET / HTTP/1.1\r\nHost: china.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a206368696e612e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
1138,151214,4,5,0,40,1833,A,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264381.891671,37418,80,2292668458,3026763224,5,0,502,0,0,b'',b''
1139,151217,4,5,0,40,1834,A,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264381.995063,37418,80,2292668458,3026763759,5,0,501,0,0,b'',b''
1140,151249,4,5,0,40,1835,FA,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264384.038268,37418,80,2292668458,3026763759,5,0,501,0,0,b'',b''
1141,151263,4,5,0,40,1836,FA,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264384.243430,37418,80,2292668458,3026763759,5,0,501,0,0,b'',b''
1142,151268,4,5,0,40,1837,A,0,64,6,8370,172.17.0.2,220.181.151.206,,1649264384.426955,37418,80,2292668459,3026763760,5,0,501,0,0,b'',b''
1143,152808,4,5,0,40,20,R,0,43,6,17234,220.181.151.205,172.17.0.2,,1649264392.262807,443,39910,2719157315,0,5,0,0,0,0,b'',b''
1143,151224,4,5,0,60,44778,S,0,64,6,8389,172.17.0.2,220.181.151.205,5,1649264381.998306,39910,443,947970464,0,10,0,64240,0,0,b'',b''
1144,151226,4,5,0,40,44779,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264382.194682,39910,443,947970465,2719133178,5,0,502,0,0,b'',b''
1145,151227,4,5,0,557,44780,PA,0,64,6,8886,172.17.0.2,220.181.151.205,0,1649264382.200734,39910,443,947970465,2719133178,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\xe7\xee\xe1\xdb\x0e\x97|b\x93\xd8g?1\x12\xd06S\x93\x94\n\x97\xc0\xb7~g\x80\xdb#AsXF \x07\xb7\xa5#\x9ai\xa2\xae\xd7\r\x89\xd2\x8a\x9ei\xa44E\xc1gvO\xe7f\xdd\x07\xc4\xa6v\xcd-\x0b\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x0e\x00\x0c\x00\x00\tchina.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 I\x85pKvQ\xf5\x07x\x1d\xc8x\xb7\xdd\xa2\x8c\x93\xa1wQ\xbc\xb8""iU\xfc\xdd\x1e\ti\xba\x1b\x00\x15\x00\xad\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc0303e7eee1db0e977c6293d8673f3112d0365393940a97c0b77e6780db23417358462007b7a5239a69a2aed70d89d28a9e69a43445c167764fe766dd07c4a676cd2d0b0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000000e000c0000096368696e612e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d00204985704b7651f507781dc878b7dda28c93a17751bcb8226955fcdd1e0969ba1b001500ad0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
1146,151230,4,5,0,52,44781,A,0,64,6,8381,172.17.0.2,220.181.151.205,3,1649264382.919775,39910,443,947970982,2719133178,8,0,502,0,0,b'',b''
1147,151232,4,5,0,52,44782,A,0,64,6,8381,172.17.0.2,220.181.151.205,3,1649264383.164394,39910,443,947970982,2719134638,8,0,495,0,0,b'',b''
1148,151234,4,5,0,40,44783,A,0,64,6,8369,172.17.0.2,220.181.151.205,,1649264383.363075,39910,443,947970982,2719136544,5,0,496,0,0,b'',b''
